###Format is name, language as an iteger (from megamek's masterancestry.txt file)
Rogel, 10
Rogero, 10
Rohena, 10
Rojado, 10
Rojales, 10
Rojano, 10
Rojany, 10
Rojas, 10
Rojasacusta, 10
Rojel, 10
Rojero, 10
Rojo, 10
Rojos, 10
Rojps, 10
Rojus, 10
Rolalas, 10
Rolán, 10
Roldán, 10
Roldón, 10
Roldos, 10
Roleira, 10
Rolg, 10
Rolirez, 10
Rolla, 10
Rolón, 10
Romagosa, 10
Romaguera, 10
Romah, 10
Román, 10
Romanach, 10
Romanes, 10
Romanillos, 10
Romano, 10
Romany, 10
Romaro, 10
Romas, 10
Romen, 10
Romeno, 10
Romera, 10
Romérez, 10
Romero, 10
Romeros, 10
Romerris, 10
Rometo, 10
Romgro, 10
Romierz, 10
Romillo, 10
Romírez, 10
Romiro, 10
Romnáldez, 10
Romnez, 10
Romo, 10
Romón, 10
Romos, 10
Romrero, 10
Ron, 10
Ronato, 10
Roncajolo, 10
Ronceros, 10
Ronda, 10
Rondán, 10
Rondem, 10
Rondero, 10
Rondón, 10
Ronero, 10
Rongel, 10
Ronguillo, 10
Roniero, 10
Ronje, 10
Ronol, 10
Ronquillo, 10
Ropizar, 10
Roqué, 10
Roqueta, 10
Rosa, 10
Rosado, 10
Rosaga, 10
Rosal, 10
Rosalda, 10
Rosales, 10
Rosalez, 10
Rosálio, 10
Rosamán, 10
Rosano, 10
Rosário, 10
Rosaro, 10
Rosas, 10
Rosasles, 10
Rosatorres, 10
Rosavio, 10
Rosayio, 10
Rosedin, 10
Rosel, 10
Roseldo, 10
Rosello, 10
Rosende, 10
Rosendes, 10
Rosendin, 10
Rosendo, 10
Rosero, 10
Roses, 10
Rosete, 10
Rosiaro, 10
Rosiles, 10
Rosilez, 10
Rosillo, 10
Rositas, 10
Rosito, 10
Roslea, 10
Rosles, 10
Rosquella, 10
Rosquete, 10
Rosares, 10
Rostro, 10
Roszales, 10
Rotiz, 10
Rouco, 10
Roulos, 10
Roum, 10
Roura, 10
Rouran, 10
Rovigo, 10
Rovira, 10
Rovlaz, 10
Royas, 10
Roybal, 10
Royo, 10
Roysello, 10
Royval, 10
Rozales, 10
Rozalis, 10
Rozo, 10
Ruano, 10
Ruarte, 10
Rubal, 10
Rubalcaba, 10
Rubalcada, 10
Rubalcana, 10
Rubalcava, 10
Rubia, 10
Rubiales, 10
Rubiano, 10
Rubido, 10
Rubiera, 10
Rúbio, 10
Rúbios, 10
Rubira, 10
Rueda, 10
Ruedas, 10
Ruedos, 10
Ruelar, 10
Ruelas, 10
Rueles, 10
Ruella, 10
Ruellas, 10
Rueluas, 10
Ruene, 10
Ruesga, 10
Ruezga, 10
Rufemer, 10
Rufino, 10
Rugama, 10
Rugamas, 10
Ruibal, 10
Ruiera, 10
Ruil, 10
Ruilas, 10
Ruiloba, 10
Ruís, 10
Ruit, 10
Ruivo, 10
Ruíz, 10
Ruleas, 10
Rullán, 10
Rumbo, 10
Rumero, 10
Rumo, 10
Ruperto, 10
Rupozo, 10
Rur, 10
Rusado, 10
Rutiaga, 10
Rutiz, 10
Ruvalcaba, 10
Ruvalcana, 10
Ruvalcava, 10
Ruvalcubu, 10
Ruvera, 10
Ruvio, 10
Ruyes, 10
Ruyz, 10
Ruz, 10
Sabadodíaz, 10
Sabala, 10
Saballos, 10
Sabanal, 10
Sabar, 10
Sabaria, 10
Sabastro, 10
Sabater, 10
Sabedra, 10
Saberano, 10
Saberón, 10
Sabido, 10
Sabina, 10
Sabio, 10
Sabla, 10
Sablán, 10
Sablatura, 10
Sablo, 10
Sabogal, 10
Saborido, 10
Saborio, 10
Saborit, 10
Saca, 10
Sacarello, 10
Sacasa, 10
Sacedo, 10
Sacerio, 10
Sáchez, 10
Sada, 10
Sadim, 10
Sadorra, 10
Sadoval, 10
Sáenz, 10
Sáez, 10
Sagace, 10
Sagardia, 10
Sagaribay, 10
Sagarra, 10
Sagasgume, 10
Sagástegui, 10
Sagastisado, 10
Sagastizabal, 10
Sagastizado, 10
Sagastume, 10
Sagón, 10
Sagredo, 10
Salabarra, 10
Salabarría, 10
Saladana, 10
Salado, 10
Salaedo, 10
Salaido, 10
Salaises, 10
Salaiz, 10
Salamán, 10
Salamanca, 10
Salame, 10
Salamerón, 10
Salandino, 10
Salanitro, 10
Salano, 10
Salanova, 10
Salapor, 10
Salar, 10
Salars, 10
Salas, 10
Salasán, 10
Salasar, 10
Salavaría, 10
Salavarría, 10
Salaz, 10
Salaza, 10
Salazar, 10
Salazaro, 10
Salazas, 10
Salazor, 10
Salcado, 10
Salce, 10
Salceda, 10
Salcedo, 10
Salcevo, 10
Sálchez, 10
Salcido, 10
Salcines, 10
Saldaña, 10
Saldaño, 10
Saldarriaga, 10
Saldibar, 10
Saldierna, 10
Saldimas, 10
Saldiña, 10
Saldiva, 10
Saldivar, 10
Saldnar, 10
Saldona, 10
Saldono, 10
Salduar, 10
Saldvir, 10
Saleado, 10
Salecdo, 10
Salehroa, 10
Saleido, 10
Salermo, 10
Saleta, 10
Salez, 10
Salgado, 10
Salgaod, 10
Salgar, 10
Salgardo, 10
Salgato, 10
Salgedo, 10
Salgero, 10
Salgueiro, 10
Salgueno, 10
Salguero, 10
Salguino, 10
Salías, 10
Salicido, 10
Salicup, 10
Salido, 10
Salilna, 10
Salina, 10
Salinana, 10
Salinas, 10
Salinero, 10
Salines, 10
Salinis, 10
Salinos, 10
Saliva, 10
Salizar, 10
Sallado, 10
Saldana, 10
Salles, 10
Sallinas, 10
Salmarán, 10
Salme, 10
Salmerón, 10
Salmevón, 10
Salmones, 10
Salomón, 10
Salorio, 10
Salors, 10
Salquero, 10
Salsa, 10
Salsado, 10
Salsameda, 10
Salse, 10
Salsedo, 10
Saltines, 10
Salto, 10
Salum, 10
Salustiano, 10
Salut, 10
Salvacero, 10
Salvación, 10
Salvador, 10
Salvala, 10
Salvamercado, 10
Salvana, 10
Salvatierra, 10
Salvio, 10
Salvivar, 10
Salzameda, 10
Salzar, 10
Samaniega, 10
Samaniego, 10
Samanipa, 10
Samano, 10
Samarano, 10
Samaripa, 10
Sambrano, 10
Sambueso, 10
Sámchez, 10
Samdoval, 10
Samedio, 10
Sameno, 10
Samieniego, 10
Samora, 10
Samorano, 10
Samoyoa, 10
Sampayo, 10
Sampedro, 10
Samper, 10
Samperio, 10
Sampsal, 10
Samudi, 10
Samudid, 10
Samudio, 10
Samundio, 10
Samvdio, 10
Sanabia, 10
Sanabira, 10
Sanabnia, 10
Sanabría, 10
San Agustin, 10
Sanahia, 10
Sanalria, 10
Sanatillán, 10
Sanavalle, 10
Sanbria, 10
San Carlos, 10
Sánchez, 10
Sancruzado, 10
Sandanol, 10
Sandate, 10
Sandaval, 10
Sandavol, 10
Sandeival, 10
Sandejo, 10
Sandeval, 10
Sandey, 10
Sandiego, 10
Sandino, 10
Sandobal, 10
Sandobel, 10
Sandodal, 10
Sandoral, 10
Sandoual, 10
Sandovaf, 10
Sandoval, 10
Sandovar, 10
Sandovel, 10
Sándrez, 10
Sandubar, 10
Saneda, 10
Sánez, 10
San Felix, 10
Sanfiel, 10
Sanfiorenzo, 10
San Gabriel, 10
Sangeado, 10
Sangs, 10
Sangueza, 10
Sanin, 10
Saninocencio, 10
Sanisidro, 10
Sanjorjo, 10
San José, 10
San Juan, 10
Sanjuas, 10
Sanjur, 10
Sanjurjo, 10
Sanlucas, 10
Sanmarfun, 10
Sanmarón, 10
San Martín, 10
San Miguel, 10
San Miquel, 10
Sanora, 10
Sanpedro, 10
Sanpelayo, 10
Santa, 10
Santa Ana, 10
Santa Cruz, 10
Santaella, 10
Santago, 10
Santahea, 10
Santaliz, 10
Santalla, 10
Santa María, 10
Santamarina, 10
San Mário, 10
Santana, 10
Santander, 10
Santandreu, 10
Santano, 10
Santeco, 10
Santelices, 10
Santel, 10
Santellán, 10
Santellana, 10
Santellanes, 10
Santellano, 10
Santeno, 10
Santes, 10
Santiage, 10
Santiago, 10
Santiagón, 10
Santiango, 10
Santiargo, 10
Santibáñez, 10
Santiesteban, 10
Santigo, 10
Santillán, 10
Santillana, 10
Santillanenz, 10
Santillanes, 10
Santillanez, 10
Santillano, 10
Santim, 10
Santingo, 10
Santis, 10
Santiso, 10
Santistavan, 10
Santisteban, 10
Santisteon, 10
Santístevan, 10
Santísteven, 10
Santizo, 10
Santo, 10
Santoga, 10
Santoino, 10
Santollo, 10
Santomanro, 10
Santona, 10
Santory, 10
Santos, 10
Santoscoy, 10
Santos-Ortíz, 10
Santoval, 10
Santovena, 10
Santoy, 10
Santoya, 10
Santoyo, 10
Santro, 10
Santvario, 10
Santyos, 10
Sanudo, 10
Sanvoval, 10
Sánz, 10
Sanzón, 10
Saona, 10
Sapagosa, 10
Sapala, 10
Saparicio, 10
Sapien, 10
Sapiens, 10
Sapiers, 10
Sapio, 10
Sar, 10
Sarabando, 10
Sarabia, 10
Saragosa, 10
Saragoza, 10
Saralegui, 10
Saramio, 10
Sarante, 10
Sarasa, 10
Sarasty, 10
Sarate, 10
Saravia, 10
Sarcano, 10
Sarceda, 10
Sarchua, 10
Sarco, 10
Sarda, 10
Sardaneta, 10
Sardiña, 10
Sardiñas, 10
Sarellano, 10
Saría, 10
Sariana, 10
Sariano, 10
Sariego, 10
Sarinana, 10
Sarlinas, 10
Sarmeinto, 10
Sarmiento, 10
Sarminto, 10
Sarrata, 10
Sarrato, 10
Sarria, 10
Sastre, 10
Sasules, 10
Satelo, 10
Satiago, 10
Satinas, 10
Sátores, 10
Sauala, 10
Saucade, 10
Sauced, 10
Sauceda, 10
Saucedo, 10
Sauchez, 10
Saucido, 10
Sauecedo, 10
Sauino, 10
Sauleda, 10
Sauledo, 10
Saun, 10
Saunas, 10
Sauza, 10
Sauzo, 10
Savabia, 10
Savala, 10
Savcedo, 10
Savco, 10
Savedra, 10
Savellano, 10
Saverdra, 10
Saviñón, 10
Seagarra, 10
Seánez, 10
Seanz, 10
Seara, 10
Sebater, 10
Sebazco, 10
Sebelano, 10
Sebilla, 10
Sebua, 10
Secarra, 10
Seco, 10
Secundo, 10
Seda, 10
Sedano, 10
Sedeno, 10
Sediles, 10
Sedilla, 10
Sedillo, 10
Sedillos, 10
Sedúlveda, 10
Segade, 10
Segala, 10
Segarra, 10
Segarriza, 10
Segobía, 10
Segobiano, 10
Segona, 10
Segouia, 10
Segouiano, 10
Segovía, 10
Segoviano, 10
Segredo, 10
Seguame, 10
Seguerro, 10
Seguí, 10
Seguillo, 10
Seguinot, 10
Segundo, 10
Segura, 10
Segurn, 10
Segveira, 10
Seimon, 10
Sein, 10
Seisdedos, 10
Seise, 10
Seivane, 10
Seja, 10
Sejas, 10
Selagdo, 10
Selame, 10
Seldana, 10
Seledóm, 10
Seledón, 10
Selem, 10
Selema, 10
Selgado, 10
Selis, 10
Sellano, 10
Selles, 10
Sellos, 10
Selmo, 10
Selso, 10
Selvera, 10
Sema, 10
Semaya, 10
Sembera, 10
Sembrano, 10
Semchez, 10
Semiday, 10
Semidey, 10
Seminario, 10
Semino, 10
Semitara, 10
Semprit, 10
Semuerra, 10
Sena, 10
Senas, 10
Sención, 10
Sendejas, 10
Sendejo, 10
Sendeno, 10
Sendral, 10
Senguí, 10
Senhouse, 10
Senises, 10
Senorans, 10
Senquiz, 10
Senteno, 10
Sentiago, 10
Sentino, 10
Seoane, 10
Sepeda, 10
Sepillo, 10
Seplílveda, 10
Sepolio, 10
Sepólveda, 10
Sepúlbeda, 10
Sepulved, 10
Sepúlveda, 10
Sepúlvedo, 10
Sequeda, 10
Serna, 10
Sernas, 10
Serno, 10
Seroro, 10
Seroseres, 10
Serpa, 10
Serpas, 10
Serra, 10
Serradilla, 10
Serrado, 10
Serramo, 10
Serrana, 10
Serrand, 10
Serrane, 10
Serrano, 10
Serrapiñana, 10
Serrata, 10
Serrato, 10
Serratos, 10
Serrea, 10
Serreno, 10
Serret, 10
Serrín, 10
Serrino, 10
Servano, 10
Servante, 10
Servantes, 10
Servantez, 10
Servellón, 10
Servera, 10
Serveriano, 10
Sestiaga, 10
Sestoso, 10
Sesura, 10
Setello, 10
Setien, 10
Sevares, 10
Sevedra, 10
Sevilla, 10
Sevillano, 10
Sevillo, 10
Sezpos, 10
Sezuro, 10
Siaca, 10
Siador, 10
Siago, 10
Siánez, 10
Sías, 10
Síaz, 10
Sibaja, 10
Siberio, 10
Siberón, 10
Sibilia, 10
Sibrian, 10
Sicardo, 10
Sicneros, 10
Sida, 10
Sierra, 10
Sierras, 10
Sieza, 10
Siezar, 10
Sifonte, 10
Sifontes, 10
Sifre, 10
Sifuentes, 10
Sifuentez, 10
Sifuentos, 10
Sifventes, 10
Sifventez, 10
Sigal, 10
Sigala, 10
Sigale, 10
Sigarán, 10
Sigarroa, 10
Sigarroba, 10
Sigua, 10
Siguaz, 10
Sigueiros, 10
Siguencia, 10
Siguenza, 10
Silán, 10
Silerio, 10
Silguera, 10
Silguero, 10
Siliceo, 10
Silis, 10
Sillas, 10
Silos, 10
Silot, 10
Silquero, 10
Silva, 10
Silvar, 10
Silvas, 10
Silveiro, 10
Silvera, 10
Silverstro, 10
Silvestre, 10
Silveylna, 10
Sílvez, 10
Silviano, 10
Simanca, 10
Simancas, 10
Siménez, 10
Sinisterra, 10
Sinsun, 10
Sintas, 10
Sintos, 10
Sión, 10
Siono, 10
Siordia, 10
Sipietro, 10
Sipriano, 10
Siverio, 10
Sixto, 10
Sixtos, 10
Slegen, 10
Slerra, 10
Slevira, 10
Soberano, 10
Soberauiz, 10
Soberón, 10
Sobrevilla, 10
Sobrin, 10
Sobrino, 10
Socorro, 10
Solando, 10
Solane, 10
Solano, 10
Solara, 10
Solarana, 10
Solares, 10
Solaro, 10
Solarte, 10
Solaru, 10
Solarzano, 10
Solaun, 10
Solazar, 10
Soldavila, 10
Soledad, 10
Soler, 10
Solera, 10
Solero, 10
Solgado, 10
Solgato, 10
Solib, 10
Solice, 10
Solinas, 10
Solís, 10
Soliva, 10
Soliván, 10
Soliveres, 10
Solíz, 10
Solla, 10
Soloeano, 10
Soloj, 10
Solono, 10
Soloreano, 10
Solorio, 10
Solorsano, 10
Solorzand, 10
Solorzano, 10
Solorzo, 10
Solozano, 10
Soltero, 10
Soltren, 10
Somayor, 10
Sombrio, 10
Somodevilla, 10
Somolyano, 10
Somora, 10
Somoza, 10
Sonano, 10
Sonera, 10
Sonora, 10
Sontay, 10
Sonteogo, 10
Sontiago, 10
Sontistevan, 10
Sontoya, 10
Sonza, 10
Sopena, 10
Soquí, 10
Sor, 10
Sorana, 10
Soratos, 10
Soravilla, 10
Sordia, 10
Soreano, 10
Soría, 10
Soriano, 10
Sorín, 10
Sorío, 10
Sorla, 10
Sorlano, 10
Sorli, 10
Sormiento, 10
Soro, 10
Sorola, 10
Sorondo, 10
Soronodo, 10
Sorto, 10
Sorzano, 10
Sosa, 10
Sosar, 10
Sosaya, 10
Soste, 10
Sostenes, 10
Sostre, 10
Sota, 10
Sotello, 10
Sotelo, 10
Soteo, 10
Sotero, 10
Sotilo, 10
Soto, 10
Sotolo, 10
Sotos, 10
Soublet, 10
Souchet, 10
Sousa, 10
Soutillán, 10
Souz, 10
Souza, 10
Sovia, 10
Soza, 10
Sparza, 10
Specioso, 10
Spérez, 10
Spindola, 10
Squiabro, 10
Suantley, 10
Suarer, 10
Suáres, 10
Suárez, 10
Suartz, 10
Suarze, 10
Suarzo, 10
Suaste, 10
Suazo, 10
Suero, 10
Suniga, 10
Suntoyo, 10
Supúlveda, 10
Sutil, 10
Sútrez, 10
Tabaldo, 10
Tabáres, 10
Tabárez, 10
Tablada, 10
Taboada, 10
Tabora, 10
Taboras, 10
Taborda, 10
Tadeo, 10
Tafalla, 10
Tafaya, 10
Tafolla, 10
Tafoya, 10
Tafoyra, 10
Tafur, 10
Tagavilla, 10
Talamante, 10
Talamanter, 10
Talamantes, 10
Talamantez, 10
Talavera, 10
Talvavera, 10
Tamadio, 10
Tamames, 10
Tamares, 10
Tamargo, 10
Tamaro, 10
Tamarón, 10
Tamayo, 10
Tambunga, 10
Tamerón, 10
Tamés, 10
Taméz, 10
Taminara, 10
Tamires, 10
Tanbunga, 10
Tanda, 10
Tandrón, 10
Tandyo, 10
Taneras, 10
Tanguma, 10
Taniyo, 10
Tañón, 10
Tañór, 10
Tantao, 10
Tañúz, 10
Tapanes, 10
Tapea, 10
Tapia, 10
Tapián, 10
Tapias, 10
Taporco, 10
Tapta, 10
Taquino, 10
Tara, 10
Tarabino, 10
Taracena, 10
Tarafa, 10
Taramillo, 10
Taranco, 10
Tarancón, 10
Tarango, 10
Tarano, 10
Tarasol, 10
Taraz, 10
Tarazón, 10
Tarazona, 10
Tares, 10
Tareva, 10
Targuín, 10
Tarín, 10
Tarnin, 10
Taroma, 10
Tarrabe, 10
Tarrayo, 10
Tarungo, 10
Tascón, 10
Tasis, 10
Tatis, 10
Taváres, 10
Tavárez, 10
Tavera, 10
Taveras, 10
Taveraz, 10
Tavin, 10
Tavira, 10
Taviro, 10
Taymes, 10
Tayo, 10
Teaeda, 10
Tebar, 10
Tecun, 10
Tededa, 10
Tegada, 10
Teieda, 10
Teijeiro, 10
Teijido, 10
Teiteiro, 10
Teixeria, 10
Tejada, 10
Tejadilla, 10
Tejara, 10
Tejeda, 10
Tejedor, 10
Tejeiro, 10
Tejera, 10
Tejerina, 10
Tejero, 10
Tejo, 10
Teledano, 10
Tella, 10
Tellado, 10
Tellaría, 10
Tellas, 10
Telle, 10
Tellecha, 10
Tellería, 10
Télles, 10
Téllez, 10
Tello, 10
Telón, 10
Telule, 10
Temblador, 10
Temes, 10
Temoche, 10
Temores, 10
Temozos, 10
Teña, 10
Teniente, 10
Teninty, 10
Teniorio, 10
Tenoco, 10
Tenorio, 10
Tercero, 10
Teresa, 10
Teret, 10
Terez, 10
Ternal, 10
Terón, 10
Terraboa, 10
Terracas, 10
Terrace, 10
Terralba, 10
Terrán, 10
Terrando, 10
Terranes, 10
Terrasas, 10
Terray, 10
Terraza, 10
Terrazas, 10
Terrazes, 10
Terrero, 10
Terreros, 10
Terres, 10
Terresa, 10
Terrezas, 10
Terjirina, 10
Terrón, 10
Terrones, 10
Terronez, 10
Teruel, 10
Tesina, 10
Tesnero, 10
Teso, 10
Testillo, 10
Tevada, 10
Tevenhal, 10
Texetor, 10
Texido, 10
Texidor, 10
Texiera, 10
Teyes, 10
Teyo, 10
Tienda, 10
Teixeira, 10
Timénez, 10
Tinado, 10
Tinagero, 10
Tinajero, 10
Tirada, 10
Tirado, 10
Tirado-Pérez, 10
Tiro, 10
Tirres, 10
Tirrez, 10
Tiru, 10
Tiscareno, 10
Tiserina, 10
Tisnado, 10
Tista, 10
Tivel, 10
Tixier, 10
Tizano, 10
Tiznado, 10
Tizón, 10
Toala, 10
Toapanta, 10
Tobar, 10
Tobat, 10
Tobenas, 10
Tobías, 10
Tobio, 10
Toble, 10
Tobón, 10
Tobor, 10
Toca, 10
Tocaben, 10
Tocornal, 10
Toegan, 10
Tofolla, 10
Tofyo, 10
Tojeira, 10
Tolayo, 10
Tolcunaga, 10
Tolda, 10
Toledano, 10
Toledo, 10
Tolemto, 10
Tolentino, 10
Tolento, 10
Tolledo, 10
Tolmo, 10
Tolosa, 10
Tomada, 10
Tomala, 10
Tomasita, 10
Tómez, 10
Tonche, 10
Tópez, 10
Topia, 10
Topis, 10
Toque, 10
Toral, 10
Toralba, 10
Torales, 10
Toralez, 10
Torano, 10
Toranzo, 10
Toras, 10
Toraya, 10
Torbio, 10
Torchón, 10
Torejo, 10
Torena, 10
Tores, 10
Torez, 10
Toribio, 10
Toris, 10
Torles, 10
Torm, 10
Tormes, 10
Tormo, 10
Tornero, 10
Toro, 10
Torocrúz, 10
Torolandrón, 10
Toromoreno, 10
Torono, 10
Toronzo, 10
Torra, 10
Torraca, 10
Torrado, 10
Torralba, 10
Torralbas, 10
Torralda, 10
Torralva, 10
Torras, 10
Torre, 10
Torrealba, 10
Torreblanca, 10
Torrech, 10
Torrecilla, 10
Torrecillas, 10
Torrefiel, 10
Torregrosa, 10
Torreiro, 10
Torrella, 10
Torrens, 10
Torrente, 10
Torrento, 10
Torrers, 10
Torres, 10
Torresola, 10
Torres, 10
Torrez, 10
Torrico, 10
Torrijos, 10
Torrionte, 10
Torris, 10
Torro, 10
Torror, 10
Torros, 10
Torrubia, 10
Tort, 10
Tortalita, 10
Tortoledo, 10
Tortolero, 10
Tortolo, 10
Toruno, 10
Tosado, 10
Toscano, 10
Tosolt, 10
Tostado, 10
Tovar, 10
Továres, 10
Továrez, 10
Tovaz, 10
Traveso, 10
Travez, 10
Travieso, 10
Travino, 10
Tregonina, 10
Trejo, 10
Trejos, 10
Trelles, 10
Tremillo, 10
Trenado, 10
Treso, 10
Trespalácios, 10
Treto, 10
Trevino, 10
Trevizo, 10
Trevizu, 10
Trevno, 10
Treyino, 10
Trezo, 10
Triana, 10
Triaz, 10
Tribaldos, 10
Tribin, 10
Tribino, 10
Trigo, 10
Trigueiro, 10
Triguero, 10
Trigueros, 10
Trillo, 10
Trimino, 10
Trindade, 10
Trinidad, 10
Tristar, 10
Tristian, 10
Triveno, 10
Trivino, 10
Triviso, 10
Troche, 10
Trojillo, 10
Troncosa, 10
Troncoso, 10
Trono, 10
Trozera, 10
Trudillo, 10
Trueba, 10
Trujilio, 10
Trujilla, 10
Trujillo, 10
Tudela, 10
Tueme, 10
Tufino, 10
Tunchez, 10
Tundidor, 10
Tuñón, 10
Tuosto, 10
Tupas, 10
Turbay, 10
Turbides, 10
Turcios, 10
Turcus, 10
Turio, 10
Turnel, 10
Turres, 10
Turrey, 10
Turros, 10
Turrubiartes, 10
Turrubiartez, 10
Turrubiates, 10
Tuz, 10
Ubaldo, 10
Uballe, 10
Ubando, 10
Ubay, 10
Ubeda, 10
Ubence, 10
Uberuaga, 10
Ubieta, 10
Ubiles, 10
Uceta, 10
Ucha, 10
Ucles, 10
Udero, 10
Uerdecia, 10
Ufena, 10
Ugalde, 10
Ugarte, 10
Ugartechea, 10
Ugartemendía, 10
Ugaz, 10
Uglade, 10
Ugueto, 10
Uilleda, 10
Ulabarro, 10
Ulerio, 10
Ul, 10
Ulloa, 10
Ulmos, 10
Ultreras, 10
Umagas, 10
Umaña, 10
Umancoiz, 10
Umanzo, 10
Umanzor, 10
Umarán, 10
Umaria, 10
Unale, 10
Uncal, 10
Ungo, 10
Untiveros, 10
Unvueta, 10
Unzueta, 10
Unzueya, 10
Unzveta, 10
Uquillas, 10
Uraga, 10
Uraine, 10
Uralde, 10
Urana, 10
Uranga, 10
Urango, 10
Urapo, 10
Urbáez, 10
Urbalejo, 10
Urbano, 10
Urbina, 10
Urbino, 10
Urby, 10
Urcelay, 10
Urcuyo, 10
Urdaneta, 10
Urdanivia, 10
Urdaz, 10
Urdiales, 10
Urdiano, 10
Ureia, 10
Urena, 10
Urencio, 10
Urenda, 10
Urenio, 10
Ureno, 10
Urgiles, 10
Urgilez, 10
Urgilla, 10
Urguilla, 10
Uría, 10
Uriarte, 10
Urías, 10
Uribas, 10
Uribazo, 10
Uribe, 10
Uribes, 10
Uribio, 10
Uriegas, 10
Urieta, 10
Uriondo, 10
Uriorte, 10
Urioste, 10
Urista, 10
Urive, 10
Urivste, 10
Urizar, 10
Urjiles, 10
Urlanza, 10
Urlas, 10
Uro, 10
Urquía, 10
Urquides, 10
Urquidez, 10
Urquieta, 10
Urquijo, 10
Urquilla, 10
Urquiza, 10
Urquizu, 10
Urra, 10
Urrabazo, 10
Urraca, 10
Urrea, 10
Urrego, 10
Urreiztieta, 10
Urreta, 10
Urriola, 10
Urritia, 10
Urrotia, 10
Urrutia, 10
Urruticodez, 10
Urrutiz, 10
Ursinia, 10
Ursua, 10
Ursulo, 10
Urtado, 10
Urtasún, 10
Urteaga, 10
Urtecho, 10
Urtiaga, 10
Urueta, 10
Urveta, 10
Urzua, 10
Usatorres, 10
Useda, 10
Uset, 10
Usino, 10
Usog, 10
Usquiano, 10
Usurin, 10
Utajara, 10
Utrilla, 10
Utset, 10
Utzios, 10
Uvalle, 10
Uvalles, 10
Uvniz, 10
Uvoa, 10
Uvofezo, 10
Uzueta, 10
Vaca, 10
Vacio, 10
Vadillo, 10
Vado, 10
Váez, 10
Vaeza, 10
Vaga, 10
Vagas, 10
Vágrez, 10
Vahena, 10
Vaides, 10
Vaidez, 10
Vaio, 10
Vaiz, 10
Val, 10
Valades, 10
Valadez, 10
Valadón, 10
Valador, 10
Valancía, 10
Valantín, 10
Valanzulea, 10
Valarcel, 10
Valarde, 10
Valarro, 10
Valasco, 10
Valasque, 10
Valásquez, 10
Valásquez, 10
Valázquez, 10
Valbuena, 10
Valburga, 10
Valcarcel, 10
Valdaliso, 10
Valdas, 10
Valdel, 10
Valdenas, 10
Valdenez, 10
Valdepeña, 10
Valderama, 10
Valderas, 10
Valderaz, 10
Valderez, 10
Valderrama, 10
Valdés, 10
Valdespino, 10
Valdevesito, 10
Valdevez, 10
Valdéz, 10
Valdillez, 10
Valdiva, 10
Valdivía, 10
Valdivieso, 10
Valdivíez, 10
Valdiviezo, 10
Valdomar, 10
Valdominos, 10
Valdovino, 10
Valdovinos, 10
Valedes, 10
Valedón, 10
Valemtín, 10
Valéncia, 10
Valénciano, 10
Valéncio, 10
Valencra, 10
Valéndez, 10
Valenfin, 10
Valenoia, 10
Valensia, 10
Valensuela, 10
Valensule, 10
Valenszuela, 10
Valentía, 10
Valentín, 10
Valentín-Crúz, 10
Valentín-Moreo, 10
Valentinos, 10
Valenzoela, 10
Valenzuela, 10
Valenzuelo, 10
Valenzula, 10
Valenzvela, 10
Valenzvele, 10
Valera, 10
Valerian, 10
Valeriano, 10
Valério, 10
Valero, 10
Valerrama, 10
Vales, 10
Valesia, 10
Valésquez, 10
Valetín, 10
Valeucia, 10
Valeutín, 10
Valez, 10
Valézquez, 10
Válguez, 10
Validiva, 10
Valido, 10
Valiente, 10
Valier, 10
Valigura, 10
Valino, 10
Vallabares, 10
Valladares, 10
Valladolid, 10
Valladores, 10
Vallarta, 10
Vallasenor, 10
Vallaual, 10
Vallavares, 10
Valle, 10
Vallecillo, 10
Vallecillos, 10
Vallegos, 10
Vallejo, 10
Vallejos, 10
Vallencia, 10
Vallenueva, 10
Vallepando, 10
Vallér, 10
Vallérino, 10
Vallério, 10
Vallés, 10
Valleso, 10
Vallesteros, 10
Valléz, 10
Vallín, 10
Vallos, 10
Valnezula, 10
Valonzuela, 10
Valpreda, 10
Valseca, 10
Valterza, 10
Valtes, 10
Valtez, 10
Valtier, 10
Valtierra, 10
Valtir, 10
Valudez, 10
Valverde, 10
Valverdes, 10
Vanagas, 10
Vánchez, 10
Vanda, 10
Vando, 10
Vanega, 10
Vanegas, 10
Vangas, 10
Vanturas, 10
Vañuelos, 10
Vaque, 10
Vaquedano, 10
Vaquera, 10
Vaquerano, 10
Vaquero, 10
Vaquerolugo, 10
Váquez, 10
Vara, 10
Varada, 10
Varahona, 10
Varajas, 10
Varas, 10
Varaza, 10
Varbuena, 10
Vareas, 10
Varel, 10
Varela, 10
Varelas, 10
Varele, 10
Varella, 10
Varera, 10
Varerla, 10
Varez, 10
Vargag, 10
Vargar, 10
Vargara, 10
Vargas, 10
Varges, 10
Vargo, 10
Vargos, 10
Vargro, 10
Várguez, 10
Varilla, 10
Varillas, 10
Varola, 10
Varona, 10
Varos, 10
Varoz, 10
Varquera, 10
Várquez, 10
Varrada, 10
Varrán, 10
Varrela, 10
Varrera, 10
Varreto, 10
Varrío, 10
Varríos, 10
Varrón, 10
Vasales, 10
Vasallo, 10
Vasaure, 10
Vasconcelo, 10
Vasconcelos, 10
Vascones, 10
Vasque, 10
Vásques, 10
Vásquez, 10
Vásquiz, 10
Vasti, 10
Vastillo, 10
